((22,23),(24,25)); 68.08774724046827
((22,23),(24,10)); 38.31991430581807
((22,23),(24,11)); 42.11123060091347
((22,23),(24,12)); 39.39697715444853
((22,23),(24,13)); 39.2237068722437
((22,23),(24,14)); 42.18802959114875
((22,23),(24,15)); 39.70915921261354
((22,23),(24,16)); 36.97399444018984
((22,23),(24,17)); 37.16414871791907
((22,23),(24,18)); 39.12503338537284
((22,23),(24,19)); 48.9075768519796
((22,23),(24,0)); 29.301935934907867
((22,23),(24,1)); 39.41837825367156
((22,23),(24,2)); 41.730907017610626
((22,23),(24,3)); 43.772276668848505
((22,23),(24,4)); 38.99722093928031
((22,23),(24,5)); 43.602526148446145
((22,23),(24,6)); 38.17910706676082
((22,23),(24,7)); 36.71267449843142
((22,23),(24,8)); 35.11952723145997
((22,23),(24,9)); 39.11433930332818
((22,23),(24,20)); 49.66669844802419
((22,23),(24,21)); 49.58880281016682
((22,23),(25,10)); 75.23896420808681
((22,23),(25,11)); 79.75468774539709
((22,23),(25,12)); 78.99330895405615
((22,23),(25,13)); 77.65883569300424
((22,23),(25,14)); 78.06912170533035
((22,23),(25,15)); 78.38584352991417
((22,23),(25,16)); 73.86674647268183
((22,23),(25,17)); 77.31665584674415
((22,23),(25,18)); 80.46912165621112
((22,23),(25,19)); 82.4902481766124
((22,23),(25,0)); 47.39925129786441
((22,23),(25,1)); 80.80281081747279
((22,23),(25,2)); 78.47501935351426
((22,23),(25,3)); 80.47331238500084
((22,23),(25,4)); 79.35966364327803
((22,23),(25,5)); 78.8565590235901
((22,23),(25,6)); 75.53626139690343
((22,23),(25,7)); 77.17450162705674
((22,23),(25,8)); 74.74497974766382
((22,23),(25,9)); 80.29780908591204
((22,23),(25,20)); 81.85958034988816
((22,23),(25,21)); 83.91102341003793
((22,23),(10,11)); 135.8123453995017
((22,23),(10,12)); 144.21692135894205
((22,23),(10,13)); 148.00260237916422
((22,23),(10,14)); 143.28418664484747
((22,23),(10,15)); 143.57307267297134
((22,23),(10,16)); 148.1750606330216
((22,23),(10,17)); 152.07771430185855
((22,23),(10,18)); 146.0626500338501
((22,23),(10,19)); 114.09963750230935
((22,23),(10,0)); 69.98262955876797
((22,23),(10,1)); 144.6998374625486
((22,23),(10,2)); 135.5319741024494
((22,23),(10,3)); 146.40461903211263
((22,23),(10,4)); 142.21941662186103
((22,23),(10,5)); 141.12812224979115
((22,23),(10,6)); 152.2707604627929
((22,23),(10,7)); 152.35412287679335
((22,23),(10,8)); 150.36297569753503
((22,23),(10,9)); 143.06822376341773
((22,23),(10,20)); 110.28045613275539
((22,23),(10,21)); 112.62014538550507
((22,23),(11,12)); 152.31552562662216
((22,23),(11,13)); 139.52773946100697
((22,23),(11,14)); 156.03057339527228
((22,23),(11,15)); 151.46782473341895
((22,23),(11,16)); 140.67199688947028
((22,23),(11,17)); 145.34097848008759
((22,23),(11,18)); 148.96618955520165
((22,23),(11,19)); 115.4524542388075
((22,23),(11,0)); 61.68216706821618
((22,23),(11,1)); 140.06820883011878
((22,23),(11,2)); 142.14207427158973
((22,23),(11,3)); 151.77230640707313
((22,23),(11,4)); 149.47588870753734
((22,23),(11,5)); 158.82499327433507
((22,23),(11,6)); 136.43674548501286
((22,23),(11,7)); 143.85313293752543
((22,23),(11,8)); 138.82728833178209
((22,23),(11,9)); 148.53891667115124
((22,23),(11,20)); 113.23878469792439
((22,23),(11,21)); 113.20460866852413
((22,23),(12,13)); 146.54348533120836
((22,23),(12,14)); 157.12819593895668
((22,23),(12,15)); 161.320266167018
((22,23),(12,16)); 151.81783680865294
((22,23),(12,17)); 153.13825526434613
((22,23),(12,18)); 153.54873916159494
((22,23),(12,19)); 119.3212711525742
((22,23),(12,0)); 67.67845049130763
((22,23),(12,1)); 144.97795912911258
((22,23),(12,2)); 141.7510845262715
((22,23),(12,3)); 153.00421263535284
((22,23),(12,4)); 154.1524156114995
((22,23),(12,5)); 157.3441187349757
((22,23),(12,6)); 147.68497235405948
((22,23),(12,7)); 155.4601316653978
((22,23),(12,8)); 150.3147756107911
((22,23),(12,9)); 162.40682564592396
((22,23),(12,20)); 117.24454981930339
((22,23),(12,21)); 118.23164226926737
((22,23),(13,14)); 146.53648823740426
((22,23),(13,15)); 144.4588590446311
((22,23),(13,16)); 148.67795146933014
((22,23),(13,17)); 155.5256018562856
((22,23),(13,18)); 147.2430111348096
((22,23),(13,19)); 114.18674396666249
((22,23),(13,0)); 70.26944657029478
((22,23),(13,1)); 146.39716663213218
((22,23),(13,2)); 134.56399502806545
((22,23),(13,3)); 149.20728745735858
((22,23),(13,4)); 149.693123900795
((22,23),(13,5)); 144.74187361962728
((22,23),(13,6)); 146.08296099508533
((22,23),(13,7)); 149.96031606194535
((22,23),(13,8)); 150.60433244098945
((22,23),(13,9)); 144.59744832894145
((22,23),(13,20)); 111.0543170333482
((22,23),(13,21)); 114.02423848284232
((22,23),(14,15)); 152.64453933186778
((22,23),(14,16)); 148.32049682055737
((22,23),(14,17)); 153.0681794690866
((22,23),(14,18)); 158.2502549599111
((22,23),(14,19)); 117.54340401982242
((22,23),(14,0)); 65.20432645975056
((22,23),(14,1)); 146.46799998197844
((22,23),(14,2)); 146.27724864581285
((22,23),(14,3)); 159.22750238872598
((22,23),(14,4)); 157.85507708866962
((22,23),(14,5)); 161.53419915636087
((22,23),(14,6)); 142.0404316427764
((22,23),(14,7)); 149.34702806009466
((22,23),(14,8)); 143.30995788942076
((22,23),(14,9)); 151.08083930329914
((22,23),(14,20)); 115.49792870445027
((22,23),(14,21)); 115.49132521677254
((22,23),(15,16)); 148.28688521470048
((22,23),(15,17)); 150.81881713000726
((22,23),(15,18)); 148.98470120765856
((22,23),(15,19)); 115.26699988602716
((22,23),(15,0)); 69.17270687673216
((22,23),(15,1)); 150.10069391994213
((22,23),(15,2)); 139.4635331349387
((22,23),(15,3)); 149.07914805037834
((22,23),(15,4)); 148.2773807923251
((22,23),(15,5)); 156.66236429152997
((22,23),(15,6)); 145.33344918564143
((22,23),(15,7)); 149.340970687568
((22,23),(15,8)); 144.49188806782502
((22,23),(15,9)); 163.1312830081067
((22,23),(15,20)); 111.02128127351298
((22,23),(15,21)); 113.25731362726903
((22,23),(16,17)); 157.5349430343521
((22,23),(16,18)); 151.43666681698988
((22,23),(16,19)); 112.36918073675092
((22,23),(16,0)); 68.83463455773725
((22,23),(16,1)); 147.41812546826384
((22,23),(16,2)); 134.49013528192435
((22,23),(16,3)); 154.50728927561642
((22,23),(16,4)); 152.43966286748528
((22,23),(16,5)); 145.89374135618834
((22,23),(16,6)); 151.0756756176658
((22,23),(16,7)); 149.8965757835461
((22,23),(16,8)); 149.91931417757115
((22,23),(16,9)); 146.22104641843765
((22,23),(16,20)); 107.34259075119031
((22,23),(16,21)); 111.97399657717165
((22,23),(17,18)); 158.05742013794796
((22,23),(17,19)); 119.51499603490107
((22,23),(17,0)); 72.07279561130008
((22,23),(17,1)); 155.91353718192417
((22,23),(17,2)); 143.60631906285593
((22,23),(17,3)); 158.813799009406
((22,23),(17,4)); 156.1509454602419
((22,23),(17,5)); 150.79623400084083
((22,23),(17,6)); 154.93099549125628
((22,23),(17,7)); 157.18726880048828
((22,23),(17,8)); 156.5898129681389
