(0.025050100200400802, 0.025050100200400802, 0.025050100200400802)
(0.18937875751503006, 0.18937875751503006, 0.18937875751503006)
(0.01603206412825651, 0.01603206412825651, 0.01603206412825651)
(0.033066132264529056, 0.033066132264529056, 0.033066132264529056)
(0.017034068136272545, 0.017034068136272545, 0.017034068136272545)
(0.01603206412825651, 0.01603206412825651, 0.01603206412825651)
(0.018036072144288578, 0.018036072144288578, 0.018036072144288578)
(0.01603206412825651, 0.01603206412825651, 0.01603206412825651)
(0.026052104208416832, 0.026052104208416832, 0.026052104208416832)
(0.025050100200400802, 0.025050100200400802, 0.025050100200400802)
(0.01603206412825651, 0.01603206412825651, 0.01603206412825651)
(0.02004008016032064, 0.02004008016032064, 0.02004008016032064)
(0.02905811623246493, 0.02905811623246493, 0.02905811623246493)
(0.03907815631262525, 0.03907815631262525, 0.03907815631262525)
(0.018036072144288578, 0.018036072144288578, 0.018036072144288578)
(0.03507014028056112, 0.03507014028056112, 0.03507014028056112)
(0.028056112224448898, 0.028056112224448898, 0.028056112224448898)
(0.01903807615230461, 0.01903807615230461, 0.01903807615230461)
(0.04208416833667335, 0.04208416833667335, 0.04208416833667335)
(0.017034068136272545, 0.017034068136272545, 0.017034068136272545)
