200.10M.7-astral,200.10M.7-wqfm-resolved,200.10M.7-wqfm,200.10M.7-treeqmc,200.10M.6-astral,200.10M.6-wqfm-resolved,200.10M.6-wqfm,200.10M.6-treeqmc,200.2M.6-astral,200.2M.6-wqfm-resolved,200.2M.6-wqfm,200.2M.6-treeqmc,200.2M.7-astral,200.2M.7-wqfm-resolved,200.2M.7-wqfm,200.2M.7-treeqmc,200.500K.6-astral,200.500K.6-wqfm-resolved,200.500K.6-wqfm,200.500K.6-treeqmc,200.500K.7-astral,200.500K.7-wqfm-resolved,200.500K.7-wqfm,200.500K.7-treeqmc,500.2M.6-astral,500.2M.6-wqfm-resolved,500.2M.6-wqfm,500.2M.6-treeqmc,1000.2M.6-astral,1000.2M.6-wqfm-resolved,1000.2M.6-wqfm,1000.2M.6-treeqmc
0.09090909091,0.08080808081,0.08080808081,0.09090909091,0.05050505051,0.05555555556,0.05555555556,0.04545454545,0.06060606061,0.07070707071,0.07070707071,0.07070707071,0.07575757576,0.08080808081,0.08080808081,0.07070707071,0.1111111111,0.1111111111,0.1111111111,0.1060606061,0.1515151515,0.1515151515,0.1515151515,0.1666666667,0.07429718876,0.0702811245,0.0702811245,0.06827309237,0.07014028056,0.06513026052,0.06513026052,0.06513026052
0.01515151515,0.01515151515,0.01515151515,0.01515151515,0.05050505051,0.05050505051,0.05050505051,0.04545454545,0.0303030303,0.04545454545,0.04545454545,0.04545454545,0.1060606061,0.1212121212,0.1161616162,0.1212121212,0.1616161616,0.1414141414,0.1464646465,0.1414141414,0.1818181818,0.1919191919,0.1818181818,0.196969697,0.05020080321,0.0421686747,0.04417670683,0.05020080321,0.2414829659,0.2104208417,0.2124248497,0.2324649299
0.05050505051,0.06060606061,0.06060606061,0.06060606061,0.1060606061,0.09595959596,0.09595959596,0.1060606061,0.07575757576,0.06565656566,0.06565656566,0.07070707071,0.06565656566,0.04545454545,0.04545454545,0.05050505051,0.2171717172,0.1414141414,0.2121212121,0.2323232323,0.1767676768,0.2070707071,0.1868686869,0.1818181818,0.1345381526,0.1104417671,0.1104417671,0.1184738956,0.06112224449,0.06112224449,0.06012024048,0.06012024048
0.297979798,0.3535353535,0.3535353535,0.3181818182,0.02525252525,0.0303030303,0.0303030303,0.02525252525,0.07070707071,0.05555555556,0.05555555556,0.06060606061,0.1161616162,0.1111111111,0.1111111111,0.1060606061,0.1767676768,0.1515151515,0.1515151515,0.1919191919,0.1464646465,0.1464646465,0.1464646465,0.1464646465,0.06827309237,0.06224899598,0.06224899598,0.06626506024,0.1062124248,0.09018036072,0.09018036072,0.09619238477
0.1919191919,0.1767676768,0.1767676768,0.1818181818,0.0303030303,0.0202020202,0.0202020202,0.0202020202,0.07070707071,0.07070707071,0.07070707071,0.06060606061,0.1414141414,0.1414141414,0.1414141414,0.1313131313,0.1616161616,0.1616161616,0.1666666667,0.1666666667,0.196969697,0.2070707071,0.202020202,0.2070707071,0.04417670683,0.04819277108,0.04819277108,0.04819277108,0.06112224449,0.05811623246,0.05811623246,0.05410821643
0.1161616162,0.08585858586,0.08585858586,0.09595959596,0.06565656566,0.05555555556,0.06565656566,0.06565656566,0.1060606061,0.101010101,0.101010101,0.09595959596,0.1565656566,0.1313131313,0.1262626263,0.1060606061,0.1161616162,0.1262626263,0.1262626263,0.1262626263,0.1767676768,0.2222222222,0.2222222222,0.2272727273,0.06626506024,0.06425702811,0.06425702811,0.06827309237,0.07414829659,0.07414829659,0.07414829659,0.07014028056
0.1515151515,0.1262626263,0.1262626263,0.1161616162,0.1919191919,0.1717171717,0.1767676768,0.196969697,0.06565656566,0.07070707071,0.07070707071,0.06060606061,0.1818181818,0.196969697,0.1868686869,0.1818181818,0.2474747475,0.2323232323,0.2373737374,0.2323232323,0.1767676768,0.2171717172,0.2121212121,0.2222222222,0.06024096386,0.06425702811,0.06425702811,0.05421686747,0.06613226453,0.06312625251,0.06513026052,0.06412825651
0.05555555556,0.0404040404,0.0404040404,0.03535353535,0.06060606061,0.07070707071,0.06060606061,0.06565656566,0.1666666667,0.1262626263,0.1414141414,0.1363636364,0.1868686869,0.1616161616,0.196969697,0.1666666667,0.1565656566,0.1464646465,0.1666666667,0.1464646465,0.2323232323,0.2121212121,0.2121212121,0.2121212121,0.09638554217,0.09236947791,0.09236947791,0.0983935743,0.06312625251,0.05410821643,0.05511022044,0.05911823647
0.04545454545,0.0303030303,0.0303030303,0.0303030303,0.03535353535,0.04545454545,0.04545454545,0.04545454545,0.07575757576,0.06565656566,0.07070707071,0.06565656566,0.08080808081,0.08080808081,0.08585858586,0.08080808081,0.1515151515,0.1464646465,0.1464646465,0.1818181818,0.2121212121,0.2171717172,0.2121212121,0.2272727273,0.0983935743,0.09036144578,0.08835341365,0.1004016064,0.1012024048,0.1042084168,0.1052104208,0.1002004008
0.1464646465,0.1565656566,0.1565656566,0.1464646465,0.05050505051,0.04545454545,0.04545454545,0.04545454545,0.07070707071,0.05555555556,0.06060606061,0.06565656566,0.1363636364,0.1363636364,0.1313131313,0.1464646465,0.2222222222,0.2070707071,0.2121212121,0.196969697,0.1616161616,0.1666666667,0.1616161616,0.1767676768,0.1546184739,0.1385542169,0.1465863454,0.1365461847,0.07915831663,0.07014028056,0.06913827655,0.07715430862
