200.10M.7-astral,200.10M.7-wqfm-resolved,200.10M.7-wqfm,200.10M.7-treeqmc,200.10M.6-astral,200.10M.6-wqfm-resolved,200.10M.6-wqfm,200.10M.6-treeqmc,200.2M.6-astral,200.2M.6-wqfm-resolved,200.2M.6-wqfm,200.2M.6-treeqmc,200.2M.7-astral,200.2M.7-wqfm-resolved,200.2M.7-wqfm,200.2M.7-treeqmc,200.500K.6-astral,200.500K.6-wqfm-resolved,200.500K.6-wqfm,200.500K.6-treeqmc,200.500K.7-astral,200.500K.7-wqfm-resolved,200.500K.7-wqfm,200.500K.7-treeqmc
0.09090909091,0.08080808081,0.08080808081,0.09090909091,0.05050505051,0.05555555556,0.05555555556,0.04545454545,0.06060606061,0.07070707071,0.07070707071,0.07070707071,0.07575757576,0.08080808081,0.08080808081,0.07070707071,0.1111111111,0.1111111111,0.1111111111,0.1060606061,0.1515151515,0.1515151515,0.1515151515,0.1666666667
0.01515151515,0.01515151515,0.01515151515,0.01515151515,0.05050505051,0.05050505051,0.05050505051,0.04545454545,0.0303030303,0.04545454545,0.04545454545,0.04545454545,0.1060606061,0.1212121212,0.1161616162,0.1212121212,0.1616161616,0.1414141414,0.1464646465,0.1414141414,0.1818181818,0.1919191919,0.1818181818,0.196969697
0.05050505051,0.06060606061,0.06060606061,0.06060606061,0.1060606061,0.09595959596,0.09595959596,0.1060606061,0.07575757576,0.06565656566,0.06565656566,0.07070707071,0.06565656566,0.04545454545,0.04545454545,0.05050505051,0.2171717172,0.1414141414,0.2121212121,0.2323232323,0.1767676768,0.2070707071,0.1868686869,0.1818181818
0.297979798,0.3535353535,0.3535353535,0.3181818182,0.02525252525,0.0303030303,0.0303030303,0.02525252525,0.07070707071,0.05555555556,0.05555555556,0.06060606061,0.1161616162,0.1111111111,0.1111111111,0.1060606061,0.1767676768,0.1515151515,0.1515151515,0.1919191919,0.1464646465,0.1464646465,0.1464646465,0.1464646465
0.1919191919,0.1767676768,0.1767676768,0.1818181818,0.0303030303,0.0202020202,0.0202020202,0.0202020202,0.07070707071,0.07070707071,0.07070707071,0.06060606061,0.1414141414,0.1414141414,0.1414141414,0.1313131313,0.1616161616,0.1616161616,0.1666666667,0.1666666667,0.196969697,0.2070707071,0.202020202,0.2070707071
0.1161616162,0.08585858586,0.08585858586,0.09595959596,0.06565656566,0.05555555556,0.06565656566,0.06565656566,0.1060606061,0.101010101,0.101010101,0.09595959596,0.1565656566,0.1313131313,0.1262626263,0.1060606061,0.1161616162,0.1262626263,0.1262626263,0.1262626263,0.1767676768,0.2222222222,0.2222222222,0.2272727273
0.1515151515,0.1262626263,0.1262626263,0.1161616162,0.1919191919,0.1717171717,0.1767676768,0.196969697,0.06565656566,0.07070707071,0.07070707071,0.06060606061,0.1818181818,0.196969697,0.1868686869,0.1818181818,0.2474747475,0.2323232323,0.2373737374,0.2323232323,0.1767676768,0.2171717172,0.2121212121,0.2222222222
0.05555555556,0.0404040404,0.0404040404,0.03535353535,0.06060606061,0.07070707071,0.06060606061,0.06565656566,0.1666666667,0.1262626263,0.1414141414,0.1363636364,0.1868686869,0.1616161616,0.196969697,0.1666666667,0.1565656566,0.1464646465,0.1666666667,0.1464646465,0.2323232323,0.2121212121,0.2121212121,0.2121212121
0.04545454545,0.0303030303,0.0303030303,0.0303030303,0.03535353535,0.04545454545,0.04545454545,0.04545454545,0.07575757576,0.06565656566,0.07070707071,0.06565656566,0.08080808081,0.08080808081,0.08585858586,0.08080808081,0.1515151515,0.1464646465,0.1464646465,0.1818181818,0.2121212121,0.2171717172,0.2121212121,0.2272727273
0.1464646465,0.1565656566,0.1565656566,0.1464646465,0.05050505051,0.04545454545,0.04545454545,0.04545454545,0.07070707071,0.05555555556,0.06060606061,0.06565656566,0.1363636364,0.1363636364,0.1313131313,0.1464646465,0.2222222222,0.2070707071,0.2121212121,0.196969697,0.1616161616,0.1666666667,0.1616161616,0.1767676768
0.0303030303,0.0303030303,0.0303030303,0.0303030303,0.02525252525,0.0303030303,0.0303030303,0.0303030303,0.04545454545,0.04545454545,0.04545454545,0.04545454545,0.1212121212,0.08080808081,0.08080808081,0.101010101,0.2777777778,0.3232323232,0.3232323232,0.3131313131,0.1767676768,0.1767676768,0.1818181818,0.1767676768
0.1313131313,0.1111111111,0.1111111111,0.1111111111,0.07070707071,0.06565656566,0.06060606061,0.05555555556,0.08585858586,0.07575757576,0.06565656566,0.06565656566,0.07575757576,0.08080808081,0.08080808081,0.09595959596,0.1161616162,0.1363636364,0.1363636364,0.1464646465,0.1767676768,0.196969697,0.196969697,0.1666666667
0.08080808081,0.06565656566,0.07070707071,0.07575757576,0.09090909091,0.08080808081,0.07575757576,0.08080808081,0.04545454545,0.04545454545,0.04545454545,0.05555555556,0.1212121212,0.09595959596,0.09595959596,0.09090909091,0.1161616162,0.1262626263,0.1262626263,0.1212121212,0.1464646465,0.1565656566,0.1616161616,0.1565656566
0.1464646465,0.1414141414,0.1414141414,0.1464646465,0.06060606061,0.05050505051,0.05050505051,0.05050505051,0.1161616162,0.101010101,0.09595959596,0.09595959596,0.1717171717,0.1414141414,0.1414141414,0.1464646465,0.2070707071,0.1767676768,0.1767676768,0.1767676768,0.196969697,0.2070707071,0.2171717172,0.1868686869
0.05050505051,0.04545454545,0.04545454545,0.04545454545,0.0202020202,0.02525252525,0.02525252525,0.0303030303,0.08585858586,0.08080808081,0.08080808081,0.07575757576,0.1717171717,0.1414141414,0.1414141414,0.1363636364,0.2070707071,0.1868686869,0.1868686869,0.1767676768,0.1464646465,0.1414141414,0.1414141414,0.1414141414
0.06060606061,0.05050505051,0.05050505051,0.05050505051,0.02525252525,0.0303030303,0.0303030303,0.03535353535,0.05555555556,0.05555555556,0.05555555556,0.06060606061,0.09595959596,0.1111111111,0.1111111111,0.1111111111,0.1212121212,0.1616161616,0.1111111111,0.1212121212,0.1868686869,0.1767676768,0.196969697,0.1666666667
0.05050505051,0.05555555556,0.05555555556,0.05555555556,0.04545454545,0.04545454545,0.04545454545,0.04545454545,0.03535353535,0.05050505051,0.05050505051,0.05050505051,0.08080808081,0.07070707071,0.07070707071,0.07575757576,0.2727272727,0.2777777778,0.2929292929,0.3131313131,0.2424242424,0.2676767677,0.2676767677,0.2121212121
0.03535353535,0.03535353535,0.03535353535,0.0404040404,0.06060606061,0.06565656566,0.06565656566,0.06565656566,0.06565656566,0.06565656566,0.06060606061,0.06565656566,0.03535353535,0.0404040404,0.0404040404,0.0303030303,0.202020202,0.2272727273,0.2121212121,0.2373737374,0.196969697,0.1868686869,0.1868686869,0.1767676768
0.05050505051,0.05050505051,0.05050505051,0.05050505051,0.0202020202,0.01515151515,0.01515151515,0.01515151515,0.1161616162,0.1111111111,0.1060606061,0.1060606061,0.07575757576,0.07575757576,0.07070707071,0.08080808081,0.1666666667,0.1565656566,0.1767676768,0.1515151515,0.2626262626,0.2777777778,0.2878787879,0.2929292929
0.0404040404,0.0303030303,0.0303030303,0.02525252525,0.0303030303,0.02525252525,0.02525252525,0.0303030303,0.06565656566,0.06565656566,0.06565656566,0.05555555556,0.09090909091,0.09090909091,0.09090909091,0.09090909091,0.1717171717,0.1414141414,0.1565656566,0.1464646465,0.2777777778,0.3080808081,0.2878787879,0.3484848485
