# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       39.688    19310.867
       2.002      309.700      748.074    21456.090
       4.004      251.200     1518.508    21456.090
       6.007       99.900     2857.875    21456.090
       8.009      111.400     2990.105    21456.090
      10.011      200.800     2998.270    21456.090
      12.013       99.900     2998.391    21456.090
      14.015      102.900     2998.391    21456.090
      16.018       99.900     2998.461    21456.090
      18.020      102.400     2998.461    21456.090
      20.022      166.800     3029.355    21456.090
      22.024      100.400     3016.102    21456.090
      24.027      102.400     3016.102    21456.090
      26.029      100.400     3016.102    21456.090
      28.031      104.900     3016.258    21456.090
      30.033       99.900     3016.258    21456.090
      32.035      100.400     3016.258    21456.090
      34.038      101.900     3016.258    21456.090
      36.040      100.400     3016.258    21456.090
      38.042      100.400     3016.328    21456.090
      40.044       99.900     3016.328    21456.090
      42.047      100.400     3016.328    21456.090
      44.049       99.900     3016.328    21456.090
      46.051      100.400     3016.328    21456.090
      48.053      100.400     3016.328    21456.090
      50.056       99.900     3016.328    21456.090
      52.058       99.900     3016.328    21456.090
      54.058      100.500     3016.328    21456.090
      56.060      100.400     3016.371    21456.090
      58.062      125.900     3110.957    21456.090
      60.065       99.900     3110.957    21456.090
      62.066       99.900     3110.957    21456.090
      64.068       99.900     3110.957    21456.090
      66.071      100.400     3110.957    21456.090
      68.073       99.900     3110.957    21456.090
      70.075       99.900     3110.957    21456.090
      72.077       99.900     3110.957    21456.090
      74.079      100.400     3110.957    21456.090
      76.082       99.900     3110.957    21456.090
      78.084       99.900     3110.957    21456.090
      80.086      100.400     3110.957    21456.090
      82.088      100.400     3110.957    21456.090
      84.090       99.900     3110.957    21456.090
      86.093      101.400     3110.957    21456.090
      88.095       99.900     3110.957    21456.090
      90.097       99.900     3110.957    21456.090
      92.099      100.400     3110.957    21456.090
      94.101       99.900     3110.957    21456.090
      96.104       99.900     3110.957    21456.090
      98.106      117.400     3220.125    21456.090
     100.108       99.900     3220.125    21456.090
     102.110       99.900     3220.125    21456.090
     104.113       99.900     3220.125    21456.090
     106.115       99.900     3220.125    21456.090
     108.117      100.400     3220.125    21456.090
     110.119       99.900     3220.125    21456.090
     112.121       99.900     3220.125    21456.090
     114.122      100.000     3220.125    21456.090
     116.124      101.400     3220.125    21456.090
     118.126       99.900     3220.125    21456.090
     120.129       99.900     3220.125    21456.090
     122.130      100.400     3220.125    21456.090
     124.132       99.900     3220.125    21456.090
     126.135       99.900     3220.125    21456.090
     128.137       99.900     3220.125    21456.090
     130.138      100.400     3220.125    21456.090
     132.140       99.900     3220.125    21456.090
     134.142       99.900     3220.125    21456.090
     136.144       99.900     3220.125    21456.090
     138.146      100.400     3220.125    21456.090
     140.148       99.900     3220.125    21456.090
     142.151       99.900     3220.125    21456.090
     144.153      100.400     3220.125    21456.090
     146.155       99.900     3220.125    21456.090
     148.157       99.900     3220.125    21456.090
     150.158      100.500     3220.125    21456.090
     152.160       99.900     3220.125    21456.090
     154.163       99.900     3220.125    21456.090
     156.165       99.900     3220.125    21456.090
     158.167      100.400     3220.125    21456.090
     160.169       99.900     3220.125    21456.090
     162.171      100.400     3220.125    21456.090
     164.174      100.400     3220.125    21456.090
     166.174      100.500     3220.125    21456.090
     168.176       99.900     3220.125    21456.090
     170.179       99.900     3220.125    21456.090
     172.181       99.900     3220.125    21456.090
     174.183       99.900     3220.125    21456.090
     176.185       99.900     3220.125    21456.090
     178.187      100.400     3220.125    21456.090
     180.190       99.900     3220.125    21456.090
     182.190      100.000     3220.125    21456.090
     184.192       99.900     3220.125    21456.090
     186.195      100.400     3220.125    21456.090
     188.197       99.900     3220.125    21456.090
     190.197      100.000     3220.125    21456.090
     192.200      100.400     3220.125    21456.090
     194.202       99.900     3220.125    21456.090
     196.204       99.900     3220.125    21456.090
     198.206      100.400     3220.125    21456.090
     200.209       99.900     3220.125    21456.090
     202.211      100.900     3220.125    21456.090
     204.213       99.900     3220.125    21456.090
     206.215      100.400     3220.125    21456.090
     208.218       99.900     3220.125    21456.090
     210.220      100.400     3220.125    21456.090
     212.222      107.900     3223.574    21456.090
     214.224      115.900     3223.891    21456.090
