# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       39.449    19310.867
       2.002      257.200     1199.562    21391.086
       4.003      100.000     1200.246    21391.086
       6.004      106.900     1185.168    21391.086
       8.005      138.000     1206.668    21391.086
      10.007      305.700     2003.223    21391.086
      12.008      195.400     2242.434    21391.086
      14.010      108.400     2600.242    21391.086
      16.012      106.400     2683.660    21391.086
      18.014      105.900     2841.957    21391.086
      20.017      106.400     2905.895    21391.086
      22.019      106.400     2973.699    21391.086
      24.021      106.400     3030.160    21391.086
      26.023      106.400     3058.262    21391.086
      28.024      106.500     3094.613    21391.086
      30.026      106.900     3098.223    21391.086
      32.028      106.400     3099.770    21391.086
      34.030      106.900     3100.285    21391.086
      36.032      101.400     3100.758    21391.086
      38.034      163.800     3104.500    21391.086
      40.036      116.400     3110.945    21391.086
      42.038      177.300     3117.957    21391.086
      44.039      100.900     3112.926    21391.086
      46.042      103.900     3112.980    21391.086
      48.044       99.900     3112.980    21391.086
      50.046      101.400     3113.008    21391.086
      52.048      100.400     3104.426    21391.086
      54.050       99.900     3104.426    21391.086
      56.053      100.900     3104.426    21391.086
      58.055       99.900     3104.426    21391.086
      60.057      100.400     3104.426    21391.086
      62.059      100.900     3104.426    21391.086
      64.062       99.900     3104.426    21391.086
      66.064      100.400     3104.426    21391.086
      68.066       99.900     3104.426    21391.086
      70.068      101.400     3104.426    21391.086
      72.071      100.400     3104.426    21391.086
      74.073       99.900     3104.426    21391.086
      76.075       99.900     3104.426    21391.086
      78.077      100.900     3104.426    21391.086
      80.079       99.900     3104.426    21391.086
      82.080      135.500     3111.141    21391.086
      84.082      135.800     3111.266    21391.086
      86.084      100.900     3105.129    21391.086
      88.086      100.400     3105.129    21391.086
      90.089      100.400     3105.129    21391.086
      92.091      148.300     3118.691    21391.086
      94.093      135.300     3126.910    21391.086
      96.095      120.400     3109.289    21391.086
      98.098      100.400     3109.289    21391.086
     100.100      101.400     3109.320    21391.086
