# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        1.855       13.820
       2.000       97.500       58.363       68.996
       4.003       99.900       59.125       69.238
       6.004       99.900       59.125       69.238
       8.007       99.900       59.125       69.238
      10.008      100.400       59.125       69.238
      12.011       99.900       59.125       69.238
      14.013       99.900       59.125       69.238
      16.015       99.900       59.125       69.238
      18.017      100.400       59.125       69.238
      20.019       99.900       59.125       69.238
      22.020      100.000       59.125       69.422
      24.023       99.900       59.125       69.422
      26.024       99.900       59.125       69.422
      28.027       99.900       59.125       69.422
      30.029      100.400       59.125       69.422
      32.030      100.000       59.125       69.422
