# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000       12.289       22.973
       2.002       97.400       58.234       68.996
       4.005       99.900       58.941       69.066
       6.007      100.400       58.941       69.066
       8.009       99.900       58.941       69.066
      10.011      100.400       58.941       69.066
      12.014       99.900       58.941       69.195
      14.016       99.900       58.941       69.195
      16.018       99.900       58.941       69.195
      18.019      100.500       59.195       69.402
      20.021       99.900       59.195       69.402
      22.023       99.900       59.195       69.402
      24.026       99.900       59.195       69.402
      26.027       99.900       59.195       69.402
      28.029       99.900       59.195       69.402
      30.031      100.400       59.195       69.402
      32.033       99.900       59.195       69.402
      34.035       99.900       59.195       69.402
