200.10M.7-astral,200.10M.7-wqfm-resolved,200.10M.7-wqfm,200.10M.7-treeqmc,200.10M.6-astral,200.10M.6-wqfm-resolved,200.10M.6-wqfm,200.10M.6-treeqmc,200.2M.6-astral,200.2M.6-wqfm-resolved,200.2M.6-wqfm,200.2M.6-treeqmc,200.2M.7-astral,200.2M.7-wqfm-resolved,200.2M.7-wqfm,200.2M.7-treeqmc,200.500K.6-astral,200.500K.6-wqfm-resolved,200.500K.6-wqfm,200.500K.6-treeqmc,200.500K.7-astral,200.500K.7-wqfm-resolved,200.500K.7-wqfm,200.500K.7-treeqmc,500.2M.6-astral,500.2M.6-wqfm-resolved,500.2M.6-wqfm,500.2M.6-treeqmc,1000.2M.6-astral,1000.2M.6-wqfm-resolved,1000.2M.6-wqfm,1000.2M.6-treeqmc
0.08080808081,0.05050505051,0.05050505051,0.04545454545,0.0303030303,0.02525252525,0.02525252525,0.02525252525,0.05555555556,0.0404040404,0.0404040404,0.04545454545,0.04545454545,0.05555555556,0.05555555556,0.05555555556,0.0404040404,0.07070707071,0.07070707071,0.06060606061,0.06565656566,0.07070707071,0.07070707071,0.06565656566,0.05823293173,0.04618473896,0.04618473896,0.04819277108,0.04509018036,0.03306613226,0.03406813627,0.03507014028
0.0202020202,0.0202020202,0.0202020202,0.0202020202,0.0303030303,0.03535353535,0.0303030303,0.0303030303,0.02525252525,0.005050505051,0.005050505051,0.01515151515,0.04545454545,0.04545454545,0.05050505051,0.05050505051,0.06060606061,0.0404040404,0.05050505051,0.04545454545,0.1060606061,0.09595959596,0.101010101,0.09090909091,0.0281124498,0.02208835341,0.02610441767,0.02610441767,0.2374749499,0.2044088176,0.2024048096,0.2154308617
0.0202020202,0.02525252525,0.02525252525,0.02525252525,0.05050505051,0.0404040404,0.04545454545,0.04545454545,0.04545454545,0.0404040404,0.0404040404,0.0404040404,0.02525252525,0.0303030303,0.0303030303,0.02525252525,0.09595959596,0.09090909091,0.101010101,0.09090909091,0.09595959596,0.09595959596,0.09595959596,0.09595959596,0.0983935743,0.07228915663,0.07228915663,0.07228915663,0.03206412826,0.03306613226,0.03306613226,0.03306613226
0.2474747475,0.297979798,0.303030303,0.297979798,0.02525252525,0.03535353535,0.03535353535,0.03535353535,0.03535353535,0.02525252525,0.0202020202,0.02525252525,0.06060606061,0.05555555556,0.04545454545,0.05050505051,0.06060606061,0.05555555556,0.05555555556,0.06565656566,0.07575757576,0.06060606061,0.06060606061,0.06565656566,0.03815261044,0.03614457831,0.03614457831,0.03614457831,0.06713426854,0.05711422846,0.05811623246,0.06012024048
0.1868686869,0.1515151515,0.1515151515,0.1616161616,0.01515151515,0.01515151515,0.01515151515,0.01515151515,0.04545454545,0.05050505051,0.05050505051,0.05050505051,0.1262626263,0.09595959596,0.09595959596,0.101010101,0.08585858586,0.06565656566,0.07575757576,0.08585858586,0.09090909091,0.08585858586,0.09595959596,0.09595959596,0.01606425703,0.01606425703,0.01606425703,0.01606425703,0.03106212425,0.02905811623,0.02905811623,0.02905811623
0.101010101,0.09090909091,0.09090909091,0.09090909091,0.07070707071,0.03535353535,0.0404040404,0.0404040404,0.04545454545,0.0303030303,0.0303030303,0.0303030303,0.1111111111,0.08080808081,0.08080808081,0.08080808081,0.06565656566,0.05555555556,0.05555555556,0.04545454545,0.09090909091,0.1111111111,0.1060606061,0.08080808081,0.04016064257,0.03012048193,0.03012048193,0.03012048193,0.03607214429,0.03406813627,0.03406813627,0.03206412826
0.1060606061,0.07575757576,0.07575757576,0.07575757576,0.1515151515,0.1262626263,0.1363636364,0.1414141414,0.05050505051,0.05050505051,0.05050505051,0.05050505051,0.101010101,0.09595959596,0.101010101,0.101010101,0.1717171717,0.1616161616,0.1414141414,0.1363636364,0.1212121212,0.1111111111,0.101010101,0.1262626263,0.03012048193,0.02409638554,0.02409638554,0.02610441767,0.03607214429,0.03607214429,0.03507014028,0.03206412826
0.0101010101,0.0101010101,0.0101010101,0.0101010101,0.05050505051,0.04545454545,0.0404040404,0.04545454545,0.1161616162,0.08585858586,0.101010101,0.1212121212,0.1161616162,0.09090909091,0.1060606061,0.08585858586,0.08585858586,0.08080808081,0.08080808081,0.09090909091,0.07575757576,0.08080808081,0.08080808081,0.07575757576,0.09236947791,0.07630522088,0.07630522088,0.06425702811,0.0370741483,0.03006012024,0.03006012024,0.03106212425
0.0404040404,0.0303030303,0.0303030303,0.03535353535,0.02525252525,0.01515151515,0.01515151515,0.01515151515,0.05555555556,0.06060606061,0.06060606061,0.06060606061,0.0404040404,0.0404040404,0.04545454545,0.04545454545,0.05555555556,0.07070707071,0.06565656566,0.05050505051,0.1212121212,0.1212121212,0.1060606061,0.09595959596,0.05823293173,0.05421686747,0.05020080321,0.04618473896,0.05310621242,0.05511022044,0.05410821643,0.05410821643
0.1262626263,0.1313131313,0.1313131313,0.1313131313,0.02525252525,0.01515151515,0.0101010101,0.0101010101,0.0404040404,0.0303030303,0.0303030303,0.0303030303,0.06060606061,0.06565656566,0.06565656566,0.06565656566,0.1363636364,0.1262626263,0.1212121212,0.1262626263,0.08080808081,0.08080808081,0.08080808081,0.07575757576,0.1044176707,0.0843373494,0.08634538153,0.0843373494,0.04609218437,0.04509018036,0.04609218437,0.04609218437
